,score,component,cui,term,points
982,hasbled,bleeding_medications,S-892211000001107,Ibuprofen 200mg tablets (Aspar Pharmaceuticals Ltd),1
983,hasbled,bleeding_medications,S-3313611000001100,Ibuprofen 200mg tablets (Zentiva),1
984,hasbled,bleeding_medications,S-4603011000001100,Ibuprofen 200mg tablets (Sussex Pharmaceutical Ltd),1
985,hasbled,bleeding_medications,S-6407711000001100,Ibuprofen 200mg tablets sugar coated (Kent Pharmaceuticals Ltd),1
986,hasbled,bleeding_medications,S-7926811000001100,Ibuprofen 200mg caplets (Lloyds Pharmacy Ltd),1
987,hasbled,bleeding_medications,S-9172611000001100,Ibuprofen 200mg caplets (Galpharm International Ltd),1
988,hasbled,bleeding_medications,S-9501811000001100,Ibuprofen 200mg tablets (Wockhardt UK Ltd),1
989,hasbled,bleeding_medications,S-9746811000001100,Ibuprofen 200mg caplets (The Boots Company Plc),1
990,hasbled,bleeding_medications,S-9805311000001100,Ibuprofen 200mg tablets (Almus Pharmaceuticals Ltd),1
991,hasbled,bleeding_medications,S-11405211000001100,Indometacin 25mg capsules (Almus Pharmaceuticals Ltd),1
992,hasbled,bleeding_medications,S-14783711000001100,Indometacin 25mg capsules (Boston Healthcare Ltd),1
993,hasbled,bleeding_medications,S-17932611000001100,Indometacin 25mg capsules (Phoenix Healthcare Distribution Ltd),1
994,hasbled,bleeding_medications,S-18559111000001100,Indometacin 25mg capsules (Bristol Laboratories Ltd),1
995,hasbled,bleeding_medications,S-20324411000001100,Indometacin 25mg capsules (Genesis Pharmaceuticals Ltd),1
996,hasbled,bleeding_medications,S-22061111000001100,Indometacin 25mg capsules (Waymade Healthcare Plc),1
997,hasbled,bleeding_medications,S-24176011000001100,Indometacin 25mg capsules (DE Pharmaceuticals),1
998,hasbled,bleeding_medications,S-26779711000001100,Indometacin 25mg capsules (Tillomed Laboratories Ltd),1
999,hasbled,bleeding_medications,S-29877911000001100,Indometacin 25mg capsules (Sigma Pharmaceuticals Plc),1
1000,hasbled,bleeding_medications,S-34016011000001100,Indometacin 25mg capsules (Crescent Pharma Ltd),1
1001,hasbled,bleeding_medications,S-100211000001103,Indometacin 50mg capsules (Actavis UK Ltd),1
1002,hasbled,bleeding_medications,S-525611000001106,Indometacin 50mg capsules (Mylan),1
1003,hasbled,bleeding_medications,S-604011000001100,Indometacin 50mg capsules (Alliance Healthcare (Distribution) Ltd),1
1004,hasbled,bleeding_medications,S-749911000001101,Indometacin 50mg capsules (Kent Pharmaceuticals Ltd),1
1005,hasbled,bleeding_medications,S-787911000001104,Indometacin 50mg capsules (The Boots Company Plc),1
1006,hasbled,bleeding_medications,S-799011000001106,Indometacin 50mg capsules (A A H Pharmaceuticals Ltd),1
1007,hasbled,bleeding_medications,S-4331511000001100,Indometacin 50mg capsules (Sandoz Ltd),1
1008,hasbled,bleeding_medications,S-9807011000001100,Indometacin 50mg capsules (Almus Pharmaceuticals Ltd),1
1009,hasbled,bleeding_medications,S-11017511000001100,Indometacin 50mg capsules (Dr Reddy's Laboratories (UK) Ltd),1
1010,hasbled,bleeding_medications,S-17932811000001100,Indometacin 50mg capsules (Phoenix Healthcare Distribution Ltd),1
1011,hasbled,bleeding_medications,S-20324611000001100,Indometacin 50mg capsules (Genesis Pharmaceuticals Ltd),1
1012,hasbled,bleeding_medications,S-22061611000001100,Indometacin 50mg capsules (Waymade Healthcare Plc),1
1013,hasbled,bleeding_medications,S-24176411000001100,Indometacin 50mg capsules (DE Pharmaceuticals),1
1014,hasbled,bleeding_medications,S-26780111000001100,Indometacin 50mg capsules (Tillomed Laboratories Ltd),1
1015,hasbled,bleeding_medications,S-28919111000001100,Indometacin 50mg capsules (Crescent Pharma Ltd),1
1016,hasbled,bleeding_medications,S-29878111000001100,Indometacin 50mg capsules (Sigma Pharmaceuticals Plc),1
1017,hasbled,bleeding_medications,S-853011000001103,Indometacin 75mg modified-release capsules (Kent Pharmaceuticals Ltd),1
1018,hasbled,bleeding_medications,S-8544911000001100,Indometacin 25mg/5ml oral solution (Special Order),1
1019,hasbled,bleeding_medications,S-12602811000001100,Indometacin 20mg/5ml oral suspension (Special Order),1
1020,hasbled,bleeding_medications,S-259811000001102,Mefenamic acid 50mg/5ml oral suspension (A A H Pharmaceuticals Ltd),1
1021,hasbled,bleeding_medications,S-11484811000001100,Mefenamic acid 50mg/5ml oral suspension (Special Order),1
1022,hasbled,bleeding_medications,S-11508411000001100,Mefenamic acid 50mg/5ml oral suspension (Essential Generics Ltd),1
1023,hasbled,bleeding_medications,S-26853411000001100,Mefenamic acid 50mg/5ml oral suspension (Ennogen Healthcare Ltd),1
1024,hasbled,bleeding_medications,S-122811000001109,Mefenamic acid 500mg tablets (Zentiva),1
1025,hasbled,bleeding_medications,S-189011000001101,Mefenamic acid 500mg tablets (Kent Pharmaceuticals Ltd),1
1026,hasbled,bleeding_medications,S-393211000001104,Mefenamic acid 500mg tablets (Alliance Healthcare (Distribution) Ltd),1
1027,hasbled,bleeding_medications,S-411211000001108,Mefenamic acid 500mg tablets (A A H Pharmaceuticals Ltd),1
1028,hasbled,bleeding_medications,S-655611000001101,Mefenamic acid 500mg tablets (Teva UK Ltd),1
1029,hasbled,bleeding_medications,S-740211000001103,Mefenamic acid 500mg tablets (IVAX Pharmaceuticals UK Ltd),1
1030,hasbled,bleeding_medications,S-774611000001107,Mefenamic acid 500mg tablets (Actavis UK Ltd),1
1031,hasbled,bleeding_medications,S-13581311000001100,Mefenamic acid 500mg tablets (DE Pharmaceuticals),1
1032,hasbled,bleeding_medications,S-14945411000001100,Mefenamic acid 500mg tablets (Essential Generics Ltd),1
1033,hasbled,bleeding_medications,S-15109011000001100,Mefenamic acid 500mg tablets (Sigma Pharmaceuticals Plc),1
1034,hasbled,bleeding_medications,S-17970611000001100,Mefenamic acid 500mg tablets (Almus Pharmaceuticals Ltd),1
1035,hasbled,bleeding_medications,S-21791711000001100,Mefenamic acid 500mg tablets (Waymade Healthcare Plc),1
1036,hasbled,bleeding_medications,S-37119811000001104,Mefenamic acid 500mg tablets (Mawdsley-Brooks & Company Ltd),1
1037,hasbled,bleeding_medications,S-8607611000001100,Mefenamic acid 250mg/5ml oral suspension (Special Order),1
1038,hasbled,bleeding_medications,S-8608211000001100,Mefenamic acid 500mg/5ml oral suspension (Special Order),1
1039,hasbled,bleeding_medications,S-226811000001107,Ponstan 250mg capsules (Chemidex Pharma Ltd),1
1040,hasbled,bleeding_medications,S-586711000001103,Ponstan Forte 500mg tablets (Chemidex Pharma Ltd),1
1041,hasbled,bleeding_medications,S-60511000001108,Naproxen 250mg tablets (Alliance Healthcare (Distribution) Ltd),1
1042,hasbled,bleeding_medications,S-86111000001104,Naproxen 250mg tablets (Actavis UK Ltd),1
1043,hasbled,bleeding_medications,S-150011000001103,Naproxen 250mg tablets (IVAX Pharmaceuticals UK Ltd),1
1044,hasbled,bleeding_medications,S-360911000001103,Naproxen 250mg tablets (Teva UK Ltd),1
1045,hasbled,bleeding_medications,S-521711000001104,Naproxen 250mg tablets (Wockhardt UK Ltd),1
1046,hasbled,bleeding_medications,S-630611000001105,Naproxen 250mg tablets (Mylan),1
1047,hasbled,bleeding_medications,S-774811000001106,Naproxen 250mg tablets (Kent Pharmaceuticals Ltd),1
1048,hasbled,bleeding_medications,S-889911000001109,Naproxen 250mg tablets (A A H Pharmaceuticals Ltd),1
1049,hasbled,bleeding_medications,S-36833611000001104,Etoricoxib 120mg tablets (Torrent Pharma (UK) Ltd),1
1050,hasbled,bleeding_medications,S-37065911000001104,Etoricoxib 120mg tablets (Mawdsley-Brooks & Company Ltd),1
1051,hasbled,bleeding_medications,S-37354011000001104,Etoricoxib 120mg tablets (Zentiva),1
1052,hasbled,bleeding_medications,S-37378011000001104,Etoricoxib 120mg tablets (DE Pharmaceuticals),1
1053,hasbled,bleeding_medications,S-34618111000001100,Etoricoxib 30mg tablets (Teva UK Ltd),1
1054,hasbled,bleeding_medications,S-34620211000001100,Etoricoxib 30mg tablets (Aspire Pharma Ltd),1
1055,hasbled,bleeding_medications,S-34624211000001100,Etoricoxib 30mg tablets (Accord Healthcare Ltd),1
1056,hasbled,bleeding_medications,S-34691111000001100,Etoricoxib 30mg tablets (Mylan),1
1057,hasbled,bleeding_medications,S-34698811000001100,Etoricoxib 30mg tablets (A A H Pharmaceuticals Ltd),1
1058,hasbled,bleeding_medications,S-34710711000001100,Etoricoxib 30mg tablets (Alliance Healthcare (Distribution) Ltd),1
1059,hasbled,bleeding_medications,S-35160611000001100,Etoricoxib 30mg tablets (Milpharm Ltd),1
1060,hasbled,bleeding_medications,S-36833011000001104,Etoricoxib 30mg tablets (Torrent Pharma (UK) Ltd),1
1061,hasbled,bleeding_medications,S-37064511000001104,Etoricoxib 30mg tablets (Mawdsley-Brooks & Company Ltd),1
1062,hasbled,bleeding_medications,S-37230511000001104,Etoricoxib 30mg tablets (Brown & Burk UK Ltd),1
1063,hasbled,bleeding_medications,S-37354711000001104,Etoricoxib 30mg tablets (Zentiva),1
1064,hasbled,bleeding_medications,S-37377011000001104,Etoricoxib 30mg tablets (DE Pharmaceuticals),1
1065,hasbled,bleeding_medications,S-3406111000001100,Arcoxia 60mg tablets (Merck Sharp & Dohme Ltd),1
1066,hasbled,bleeding_medications,S-3406811000001100,Arcoxia 90mg tablets (Merck Sharp & Dohme Ltd),1
1067,hasbled,bleeding_medications,S-3407911000001100,Arcoxia 120mg tablets (Merck Sharp & Dohme Ltd),1
1068,hasbled,bleeding_medications,S-13122311000001100,Arcoxia 30mg tablets (Merck Sharp & Dohme Ltd),1
1069,hasbled,bleeding_medications,S-9447211000001100,Seractil 300mg tablets (Thornton & Ross Ltd),1
1070,hasbled,bleeding_medications,S-9447611000001100,Seractil 400mg tablets (Thornton & Ross Ltd),1
1071,hasbled,bleeding_medications,S-35096411000001100,Seractil 300mg tablets (Gebro Pharma GmbH),1
1072,hasbled,bleeding_medications,S-14600611000001100,Nurofen Express 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),1
1073,hasbled,bleeding_medications,S-14740311000001100,Nurofen Express 256mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),1
1074,hasbled,bleeding_medications,S-31393111000001100,Nurofen Joint & Back Pain Relief 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),1
1075,hasbled,bleeding_medications,S-31394111000001100,Nurofen Max Strength Joint & Back Pain Relief 512mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),1
1076,hasbled,bleeding_medications,S-31394411000001100,Nurofen Joint & Back Pain Relief 256mg caplets (Reckitt Benckiser Healthcare (UK) Ltd),1
1077,hasbled,bleeding_medications,S-175011000001107,Diclofenac sodium 25mg gastro-resistant tablets (Teva UK Ltd),1
1078,hasbled,bleeding_medications,S-8196311000001100,Rhumalgan XL 100mg capsules (Sandoz Ltd),1
1079,hasbled,bleeding_medications,S-8197611000001100,Rhumalgan SR 75mg capsules (Sandoz Ltd),1
1080,hasbled,bleeding_medications,S-18681011000001100,Rhumalgan SR 75mg capsules (Almus Pharmaceuticals Ltd),1
1081,hasbled,bleeding_medications,S-18680711000001100,Rhumalgan XL 100mg capsules (Almus Pharmaceuticals Ltd),1
1082,hasbled,bleeding_medications,S-22468711000001100,Rhumalgan SR 75mg capsules (Actavis UK Ltd),1
1083,hasbled,bleeding_medications,S-22421611000001100,Rhumalgan XL 100mg capsules (Actavis UK Ltd),1
1084,hasbled,bleeding_medications,S-341611000001107,Volraman 25mg gastro-resistant tablets (LPC Medical (UK) Ltd),1
1085,hasbled,bleeding_medications,S-185611000001105,Volraman 50mg gastro-resistant tablets (LPC Medical (UK) Ltd),1
1086,hasbled,bleeding_medications,S-224911000001105,Diclozip 50mg gastro-resistant tablets (Ashbourne Pharmaceuticals Ltd),1
1087,hasbled,bleeding_medications,S-107411000001100,Flamrase 50 EC tablets (Teva UK Ltd),1
1088,hasbled,bleeding_medications,S-761911000001109,Flamrase SR 100mg tablets (Teva UK Ltd),1
1089,hasbled,bleeding_medications,S-49711000001102,Flamrase 75mg SR tablets (Teva UK Ltd),1
1090,hasbled,bleeding_medications,S-3159911000001100,Arthrotec 50 gastro-resistant tablets (Pfizer Ltd),1
1091,hasbled,bleeding_medications,S-3161411000001100,Arthrotec 75 gastro-resistant tablets (Pfizer Ltd),1
1092,hasbled,bleeding_medications,S-350511000001103,Diclomax Retard 100mg capsules (Galen Ltd),1
1093,hasbled,bleeding_medications,S-172511000001105,Diclomax SR 75mg capsules (Galen Ltd),1
1094,hasbled,bleeding_medications,S-3953411000001100,Motifene 75mg modified-release capsules (Daiichi Sankyo UK Ltd),1
1095,hasbled,bleeding_medications,S-570111000001107,Dicloflex 25mg gastro-resistant tablets (Dexcel-Pharma Ltd),1
1096,hasbled,bleeding_medications,S-719711000001107,Dicloflex 50mg gastro-resistant tablets (Dexcel-Pharma Ltd),1
1097,hasbled,bleeding_medications,S-190611000001103,Dicloflex Retard 100mg tablets (Dexcel-Pharma Ltd),1
1098,hasbled,bleeding_medications,S-225611000001103,Dicloflex 75mg SR tablets (Dexcel-Pharma Ltd),1
1099,hasbled,bleeding_medications,S-7852911000001100,Dicloflex 75mg SR tablets (Teva UK Ltd),1
1100,hasbled,bleeding_medications,S-7854211000001100,Dicloflex 75mg SR tablets (Kent Pharmaceuticals Ltd),1
1101,hasbled,bleeding_medications,S-7853311000001100,Dicloflex Retard 100mg tablets (Teva UK Ltd),1
1102,hasbled,bleeding_medications,S-7854611000001100,Dicloflex Retard 100mg tablets (Kent Pharmaceuticals Ltd),1
1103,hasbled,bleeding_medications,S-10612711000001100,Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd),1
1104,hasbled,bleeding_medications,S-10686011000001100,Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),1
1105,hasbled,bleeding_medications,S-10686211000001100,Dicloflex 50mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),1
1106,hasbled,bleeding_medications,S-10686411000001100,Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd),1
1107,hasbled,bleeding_medications,S-29928911000001100,Naproxen 500mg tablets (Sigma Pharmaceuticals Plc),1
1108,hasbled,bleeding_medications,S-30063011000001100,Naproxen 500mg tablets (DE Pharmaceuticals),1
1109,hasbled,bleeding_medications,S-30849911000001100,Naproxen 500mg tablets (Mawdsley-Brooks & Company Ltd),1
1110,hasbled,bleeding_medications,S-36026111000001100,Naproxen 500mg tablets (Medreich Plc),1
1111,hasbled,bleeding_medications,S-36597611000001104,Naproxen 500mg tablets (Bristol Laboratories Ltd),1
1112,hasbled,bleeding_medications,S-36926211000001104,Naproxen 500mg tablets (Noumed Life Sciences Ltd),1
1113,hasbled,bleeding_medications,S-37999811000001104,Naproxen 500mg tablets (Genesis Pharmaceuticals Ltd),1
1114,hasbled,bleeding_medications,S-129111000001106,Naproxen 250mg gastro-resistant tablets (Accord Healthcare Ltd),1
1115,hasbled,bleeding_medications,S-367911000001102,Naproxen 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),1
1116,hasbled,bleeding_medications,S-547811000001102,Naproxen 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),1
1117,hasbled,bleeding_medications,S-579011000001103,Naproxen 250mg gastro-resistant tablets (Sandoz Ltd),1
1118,hasbled,bleeding_medications,S-603311000001104,Naproxen 250mg gastro-resistant tablets (Teva UK Ltd),1
1119,hasbled,bleeding_medications,S-687211000001104,Naproxen 250mg gastro-resistant tablets (Mylan),1
1120,hasbled,bleeding_medications,S-764211000001103,Naproxen 250mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),1
1121,hasbled,bleeding_medications,S-5474911000001100,Naproxen 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),1
1122,hasbled,bleeding_medications,S-11426611000001100,Naproxen 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),1
1123,hasbled,bleeding_medications,S-16212811000001100,Naproxen 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd),1
1124,hasbled,bleeding_medications,S-17945511000001100,Naproxen 250mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),1
1125,hasbled,bleeding_medications,S-20325711000001100,Naproxen 250mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd),1
1126,hasbled,bleeding_medications,S-21817711000001100,Naproxen 250mg gastro-resistant tablets (Waymade Healthcare Plc),1
1127,hasbled,bleeding_medications,S-29928311000001100,Naproxen 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),1
1128,hasbled,bleeding_medications,S-30062411000001100,Naproxen 250mg gastro-resistant tablets (DE Pharmaceuticals),1
1129,hasbled,bleeding_medications,S-36782111000001104,Naproxen 250mg gastro-resistant tablets (Sovereign Medical Ltd),1
1130,hasbled,bleeding_medications,S-37122511000001104,Naproxen 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd),1
1131,hasbled,bleeding_medications,S-37999211000001104,Naproxen 250mg gastro-resistant tablets (Medreich Plc),1
1132,hasbled,bleeding_medications,S-27711000001108,Naproxen 500mg gastro-resistant tablets (Actavis UK Ltd),1
1133,hasbled,bleeding_medications,S-143611000001103,Naproxen 500mg gastro-resistant tablets (Teva UK Ltd),1
1134,hasbled,bleeding_medications,S-279011000001106,Naproxen 500mg gastro-resistant tablets (Sandoz Ltd),1
1135,hasbled,bleeding_medications,S-297211000001103,Naproxen 500mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),1
1136,hasbled,bleeding_medications,S-12603111000001100,Indometacin 20mg/5ml oral solution (Special Order),1
1137,hasbled,bleeding_medications,S-8544811000001100,Indometacin 50mg/5ml oral solution (Special Order),1
1138,hasbled,bleeding_medications,S-8545311000001100,Indometacin 50mg/5ml oral suspension (Special Order),1
1139,hasbled,bleeding_medications,S-12599811000001100,Indometacin 10mg/5ml oral suspension (Special Order),1
1140,hasbled,bleeding_medications,S-12600111000001100,Indometacin 10mg/5ml oral solution (Special Order),1
1141,hasbled,bleeding_medications,S-15881511000001100,Indometacin 5mg/5ml oral suspension (Special Order),1
1142,hasbled,bleeding_medications,S-15881811000001100,Indometacin 5mg/5ml oral solution (Special Order),1
1143,hasbled,bleeding_medications,S-8545911000001100,Indometacin 25mg/5ml oral suspension (Drug Tariff Special Order),1
1144,hasbled,bleeding_medications,S-258511000001106,Indocid 25mg capsules (Merck Sharp & Dohme Ltd),1
1145,hasbled,bleeding_medications,S-581911000001106,Indocid 50mg capsules (Merck Sharp & Dohme Ltd),1
1146,hasbled,bleeding_medications,S-172111000001101,Indocid R 75mg capsules (Merck Sharp & Dohme Ltd),1
1147,hasbled,bleeding_medications,S-3311000001106,Indolar SR 75mg capsules (Sandoz Ltd),1
1148,hasbled,bleeding_medications,S-392111000001104,Pardelprin MR 75mg capsules (Actavis UK Ltd),1
1149,hasbled,bleeding_medications,S-867711000001101,Berlind 75 Retard capsules (Tillomed Laboratories Ltd),1
1150,hasbled,bleeding_medications,S-109311000001102,Ketoprofen 50mg capsules (Mylan),1
1151,hasbled,bleeding_medications,S-365911000001107,Ketoprofen 50mg capsules (Kent Pharmaceuticals Ltd),1
1152,hasbled,bleeding_medications,S-513511000001103,Ketoprofen 50mg capsules (A A H Pharmaceuticals Ltd),1
1153,hasbled,bleeding_medications,S-886811000001105,Ketoprofen 50mg capsules (Alliance Healthcare (Distribution) Ltd),1
1154,hasbled,bleeding_medications,S-915411000001107,Ketoprofen 50mg capsules (Sandoz Ltd),1
1155,hasbled,bleeding_medications,S-15103511000001100,Ketoprofen 50mg capsules (Sigma Pharmaceuticals Plc),1
1156,hasbled,bleeding_medications,S-39411000001109,Ketoprofen 100mg capsules (Mylan),1
1157,hasbled,bleeding_medications,S-65111000001107,Ketoprofen 100mg capsules (Sandoz Ltd),1
1158,hasbled,bleeding_medications,S-823411000001108,Ketoprofen 100mg capsules (The Boots Company Plc),1
1159,hasbled,bleeding_medications,S-823911000001100,Ketoprofen 100mg capsules (Alliance Healthcare (Distribution) Ltd),1
1160,hasbled,bleeding_medications,S-881711000001108,Ketoprofen 100mg capsules (A A H Pharmaceuticals Ltd),1
1161,hasbled,bleeding_medications,S-505811000001104,Ketoprofen 100mg modified-release capsules (Alliance Healthcare (Distribution) Ltd),1
1162,hasbled,bleeding_medications,S-778511000001101,Ketoprofen 100mg modified-release capsules (Kent Pharmaceuticals Ltd),1
1163,hasbled,bleeding_medications,S-4575711000001100,Ketoprofen 100mg modified-release capsules (A A H Pharmaceuticals Ltd),1
1164,hasbled,bleeding_medications,S-659911000001109,Ketoprofen 200mg modified-release capsules (Kent Pharmaceuticals Ltd),1
1165,hasbled,bleeding_medications,S-30827011000001100,Meloxicam 7.5mg tablets (Mawdsley-Brooks & Company Ltd),1
1166,hasbled,bleeding_medications,S-9834611000001100,Meloxicam 15mg tablets (Teva UK Ltd),1
1167,hasbled,bleeding_medications,S-9835011000001100,Meloxicam 15mg tablets (A A H Pharmaceuticals Ltd),1
1168,hasbled,bleeding_medications,S-9856311000001100,Meloxicam 15mg tablets (Kent Pharmaceuticals Ltd),1
1169,hasbled,bleeding_medications,S-9870511000001100,Meloxicam 15mg tablets (Zentiva),1
1170,hasbled,bleeding_medications,S-9906111000001100,Meloxicam 15mg tablets (Alliance Healthcare (Distribution) Ltd),1
1171,hasbled,bleeding_medications,S-9991611000001100,Meloxicam 15mg tablets (Mylan),1
1172,hasbled,bleeding_medications,S-10198411000001100,Meloxicam 15mg tablets (IVAX Pharmaceuticals UK Ltd),1
1173,hasbled,bleeding_medications,S-10302411000001100,Meloxicam 15mg tablets (Focus Pharmaceuticals Ltd),1
1174,hasbled,bleeding_medications,S-10304811000001100,Meloxicam 15mg tablets (Actavis UK Ltd),1
1175,hasbled,bleeding_medications,S-10440311000001100,Meloxicam 15mg tablets (Niche Generics Ltd),1
1176,hasbled,bleeding_medications,S-10615011000001100,Meloxicam 15mg tablets (Genus Pharmaceuticals Ltd),1
1177,hasbled,bleeding_medications,S-10701211000001100,Meloxicam 15mg tablets (Somex Pharma),1
1178,hasbled,bleeding_medications,S-10962511000001100,Meloxicam 15mg tablets (Sandoz Ltd),1
1179,hasbled,bleeding_medications,S-11426411000001100,Meloxicam 15mg tablets (Almus Pharmaceuticals Ltd),1
1180,hasbled,bleeding_medications,S-13413411000001100,Meloxicam 15mg tablets (Arrow Generics Ltd),1
1181,hasbled,bleeding_medications,S-14162511000001100,Meloxicam 15mg tablets (Healthcare Pharma Ltd),1
1182,hasbled,bleeding_medications,S-15109311000001100,Meloxicam 15mg tablets (Sigma Pharmaceuticals Plc),1
1183,hasbled,bleeding_medications,S-17204011000001100,Meloxicam 15mg tablets (Sovereign Medical Ltd),1
1184,hasbled,bleeding_medications,S-17939811000001100,Meloxicam 15mg tablets (Phoenix Healthcare Distribution Ltd),1
1185,hasbled,bleeding_medications,S-21792211000001100,Meloxicam 15mg tablets (Waymade Healthcare Plc),1
1186,hasbled,bleeding_medications,S-24378911000001100,Meloxicam 15mg tablets (DE Pharmaceuticals),1
1187,hasbled,bleeding_medications,S-30827211000001100,Meloxicam 15mg tablets (Mawdsley-Brooks & Company Ltd),1
1188,hasbled,bleeding_medications,S-22640411000001100,Meloxicam 15mg orodispersible tablets sugar free (Rhodes Pharma Ltd),1
1189,hasbled,bleeding_medications,S-23679611000001100,Meloxicam 15mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd),1
1190,hasbled,bleeding_medications,S-22640911000001100,Meloxicam 7.5mg orodispersible tablets sugar free (Rhodes Pharma Ltd),1
1191,hasbled,bleeding_medications,S-23679411000001100,Meloxicam 7.5mg orodispersible tablets sugar free (A A H Pharmaceuticals Ltd),1
1192,hasbled,bleeding_medications,S-591611000001104,Mobic 7.5mg tablets (Boehringer Ingelheim Ltd),1
1193,hasbled,bleeding_medications,S-81511000001104,Mobic 15mg tablets (Boehringer Ingelheim Ltd),1
1194,hasbled,bleeding_medications,S-15058911000001100,Aceclofenac 100mg tablets (Sigma Pharmaceuticals Plc),1
1195,hasbled,bleeding_medications,S-15166111000001100,Aceclofenac 100mg tablets (Actavis UK Ltd),1
1196,hasbled,bleeding_medications,S-17748811000001100,Aceclofenac 100mg tablets (Phoenix Healthcare Distribution Ltd),1
1197,hasbled,bleeding_medications,S-19700711000001100,Aceclofenac 100mg tablets (DE Pharmaceuticals),1
1198,hasbled,bleeding_medications,S-21748411000001100,Aceclofenac 100mg tablets (Waymade Healthcare Plc),1
1199,hasbled,bleeding_medications,S-27840711000001100,Aceclofenac 100mg tablets (Accord Healthcare Ltd),1
1200,hasbled,bleeding_medications,S-33498211000001100,Aceclofenac 100mg tablets (Rivopharm (UK) Ltd),1
1201,hasbled,bleeding_medications,S-844911000001100,Preservex 100mg tablets (Almirall Ltd),1
1202,hasbled,bleeding_medications,S-9834411000001100,Meloxicam 7.5mg tablets (Teva UK Ltd),1
1203,hasbled,bleeding_medications,S-9834811000001100,Meloxicam 7.5mg tablets (A A H Pharmaceuticals Ltd),1
1204,hasbled,bleeding_medications,S-9856111000001100,Meloxicam 7.5mg tablets (Kent Pharmaceuticals Ltd),1
1205,hasbled,bleeding_medications,S-9870211000001100,Meloxicam 7.5mg tablets (Zentiva),1
1206,hasbled,bleeding_medications,S-9905911000001100,Meloxicam 7.5mg tablets (Alliance Healthcare (Distribution) Ltd),1
1207,hasbled,bleeding_medications,S-9991411000001100,Meloxicam 7.5mg tablets (Mylan),1
1208,hasbled,bleeding_medications,S-10198211000001100,Meloxicam 7.5mg tablets (IVAX Pharmaceuticals UK Ltd),1
1209,hasbled,bleeding_medications,S-10302611000001100,Meloxicam 7.5mg tablets (Focus Pharmaceuticals Ltd),1
1210,hasbled,bleeding_medications,S-10304311000001100,Meloxicam 7.5mg tablets (Actavis UK Ltd),1
1211,hasbled,bleeding_medications,S-10440011000001100,Meloxicam 7.5mg tablets (Niche Generics Ltd),1
1212,hasbled,bleeding_medications,S-10614811000001100,Meloxicam 7.5mg tablets (Genus Pharmaceuticals Ltd),1
1213,hasbled,bleeding_medications,S-10702311000001100,Meloxicam 7.5mg tablets (Somex Pharma),1
1214,hasbled,bleeding_medications,S-10962111000001100,Meloxicam 7.5mg tablets (Sandoz Ltd),1
1215,hasbled,bleeding_medications,S-11426211000001100,Meloxicam 7.5mg tablets (Almus Pharmaceuticals Ltd),1
1216,hasbled,bleeding_medications,S-13413211000001100,Meloxicam 7.5mg tablets (Arrow Generics Ltd),1
1217,hasbled,bleeding_medications,S-14162311000001100,Meloxicam 7.5mg tablets (Healthcare Pharma Ltd),1
1218,hasbled,bleeding_medications,S-15109611000001100,Meloxicam 7.5mg tablets (Sigma Pharmaceuticals Plc),1
1219,hasbled,bleeding_medications,S-17203811000001100,Meloxicam 7.5mg tablets (Sovereign Medical Ltd),1
1220,hasbled,bleeding_medications,S-17939611000001100,Meloxicam 7.5mg tablets (Phoenix Healthcare Distribution Ltd),1
1221,hasbled,bleeding_medications,S-21792011000001100,Meloxicam 7.5mg tablets (Waymade Healthcare Plc),1
1222,hasbled,bleeding_medications,S-24379111000001100,Meloxicam 7.5mg tablets (DE Pharmaceuticals),1
1223,hasbled,bleeding_medications,S-37777911000001104,Prasugrel 10mg tablets,1
1224,hasbled,bleeding_medications,S-37268411000001104,Prasugrel 10mg tablets,1
1225,hasbled,bleeding_medications,S-36781111000001104,Prasugrel 10mg tablets,1
1226,hasbled,bleeding_medications,S-36916911000001104,Prasugrel 10mg tablets,1
1227,hasbled,bleeding_medications,S-36778111000001104,Prasugrel 10mg tablets,1
1228,hasbled,bleeding_medications,S-36882611000001104,Prasugrel 10mg tablets,1
1229,hasbled,bleeding_medications,S-15241111000001100,Efient 5mg tablets,1
1230,hasbled,bleeding_medications,S-15240211000001100,Efient 10mg tablets,1
